name,parent,material_design,mass_estimate_g,uncertainty_fraction,method,volume_mm3,center_mm,watertight,measured,material_verified_by_procurement
S288_left_hip_pitch_OUT_1_WASHER_0,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097888214402,0.35,Simplified fastener envelope x steel density 7.85,4.544073742948283,"[-60.655456205293106, 39.623814053004196, 103.0051191162952]",True,False,False
S288_left_hip_pitch_OUT_1_WASHER_1,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709878525582,0.35,Simplified fastener envelope x steel density 7.85,4.544074885676204,"[-56.29089718096599, 39.3695177897737, 100.09849436745266]",True,False,False
S288_left_hip_pitch_OUT_1_WASHER_2,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097633694297,0.35,Simplified fastener envelope x steel density 7.85,4.544073418718849,"[-56.635442326761286, 38.91293567988077, 94.8797467803414]",True,False,False
S288_left_hip_pitch_OUT_1_WASHER_3,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670996865838876,0.35,Simplified fastener envelope x steel density 7.85,4.544076033864825,"[-61.34454641787972, 38.71065017222512, 92.5676227612433]",True,False,False
S288_left_hip_pitch_OUT_1_WASHER_4,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099729510799,0.35,Simplified fastener envelope x steel density 7.85,4.544076088548788,"[-65.70910599488747, 38.96494644969571, 95.47424667582169]",True,False,False
S288_left_hip_pitch_OUT_1_WASHER_5,AXIS_left_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098168547778,0.35,Simplified fastener envelope x steel density 7.85,4.544074100060865,"[-65.36456102892507, 39.42152826127518, 100.69299399597715]",True,False,False
S288_left_hip_roll_CASE,BODY_yaw2roll,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.431129472905,"[-59.66866349921204, 17.50000097538086, 91.59808232556426]",True,False,False
S288_left_hip_roll_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113539410894814,0.25,Simplified fastener envelope x steel density 7.85,28.17011389922906,"[-70.39634240792614, 25.500000269233738, 107.1820062519083]",True,,False
S288_left_hip_roll_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097191832451,0.25,Simplified fastener envelope x steel density 7.85,4.544072855837517,"[-71.24999618287447, 25.500000217016847, 107.18200678855794]",True,,False
S288_left_hip_roll_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113570246431113,0.25,Simplified fastener envelope x steel density 7.85,28.170153180167024,"[-70.3963450798218, 9.500000226813624, 107.1820053293715]",True,,False
S288_left_hip_roll_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099089422128,0.25,Simplified fastener envelope x steel density 7.85,4.5440752731492084,"[-71.24999617918196, 9.500000426472457, 107.18200507785635]",True,,False
S288_left_hip_roll_DISC_-1,CTRL_left_hip_roll,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817554441751,"[-70.49999618822825, 17.500000451782086, 99.68200567326433]",True,False,False
S288_left_hip_roll_DISC_1,CTRL_left_hip_roll,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817587476167,"[-47.499996189916594, 17.499999373591248, 99.68200814572401]",True,False,False
S288_left_hip_roll_OUT_1_M2x5_0,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354262196181,0.35,Simplified fastener envelope x steel density 7.85,28.170117989760268,"[-44.10365039551922, 12.953365359233269, 102.30700797799273]",True,False,False
S288_left_hip_roll_OUT_1_M2x5_1,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113544215633804,0.35,Simplified fastener envelope x steel density 7.85,28.170120019915675,"[-44.10365047934333, 17.499998382338966, 104.932008198494]",True,False,False
S288_left_hip_roll_OUT_1_M2x5_2,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354702341536,0.35,Simplified fastener envelope x steel density 7.85,28.17012359670747,"[-44.10364979386961, 22.046632133405268, 102.30700819377446]",True,False,False
S288_left_hip_roll_OUT_1_M2x5_3,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355654233355,0.35,Simplified fastener envelope x steel density 7.85,28.1701357227179,"[-44.10364893615035, 22.04663241373312, 97.05700836234851]",True,False,False
S288_left_hip_roll_OUT_1_M2x5_4,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113560458346304,0.35,Simplified fastener envelope x steel density 7.85,28.17014071126918,"[-44.10364892362119, 17.49999937373492, 94.43200820963125]",True,False,False
S288_left_hip_roll_OUT_1_M2x5_5,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354200480531,0.35,Simplified fastener envelope x steel density 7.85,28.170117203573643,"[-44.103650377506234, 12.953365810176377, 97.05700801758549]",True,False,False
S288_left_hip_roll_OUT_1_WASHER_0,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100301051178,0.35,Simplified fastener envelope x steel density 7.85,4.544076816625704,"[-43.24999618467878, 12.953365249385449, 102.30700792679302]",True,False,False
S288_left_hip_roll_OUT_1_WASHER_1,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670993211445276,0.35,Simplified fastener envelope x steel density 7.85,4.544075568336979,"[-43.249996183674, 17.499998402008753, 104.93200854604922]",True,False,False
S288_left_hip_roll_OUT_1_WASHER_2,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709878958008,0.35,Simplified fastener envelope x steel density 7.85,4.544074891184816,"[-43.24999618555972, 22.04663173942067, 102.30700862320116]",True,False,False
S288_left_hip_roll_OUT_1_WASHER_3,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670987853734744,0.35,Simplified fastener envelope x steel density 7.85,4.544074885826082,"[-43.249996185611714, 22.046632297924383, 97.0570085998391]",True,False,False
S288_left_hip_roll_OUT_1_WASHER_4,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099754979228,0.35,Simplified fastener envelope x steel density 7.85,4.544076120992647,"[-43.24999618502625, 17.49999908574739, 94.43200843756368]",True,False,False
S288_left_hip_roll_OUT_1_WASHER_5,CTRL_left_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035671001842708036,0.35,Simplified fastener envelope x steel density 7.85,4.544076667860897,"[-43.2499961822074, 12.953365674768909, 97.05700782537414]",True,False,False
S288_left_hip_yaw_CASE,V12_Hip_Module,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.431344812563,"[-67.08392419922248, 17.500000531988697, 129.35065926817836]",True,False,False
S288_left_hip_yaw_DIRECT_CASE_-1_0_M2x8,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2950013932903322,0.25,Simplified fastener envelope x steel density 7.85,37.5797953236092,"[-81.49999902437186, 25.500001021213798, 144.72714340098796]",True,,False
S288_left_hip_yaw_DIRECT_CASE_-1_0_M2x8_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098202731853,0.25,Simplified fastener envelope x steel density 7.85,4.544074143607456,"[-81.49999873688938, 25.500000844731023, 146.93199157534778]",True,,False
S288_left_hip_yaw_DIRECT_CASE_-1_1_M2x12,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.39348909009863225,0.25,Simplified fastener envelope x steel density 7.85,50.125998738679264,"[-51.49999903123653, 25.499999655193808, 143.8386431378461]",True,,False
S288_left_hip_yaw_DIRECT_CASE_-1_1_M2x12_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670978665602586,0.25,Simplified fastener envelope x steel density 7.85,4.544073715363386,"[-51.49999864978758, 25.499999677743443, 147.9319915774928]",True,,False
S288_left_hip_yaw_DIRECT_CASE_1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113507616513697,0.25,Simplified fastener envelope x steel density 7.85,28.170073396832738,"[-81.50000005716234, 25.50000101908855, 117.28564836279617]",True,,False
S288_left_hip_yaw_DIRECT_CASE_1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670990953915224,0.25,Simplified fastener envelope x steel density 7.85,4.544075280753532,"[-81.50000007383898, 25.500001073656854, 116.43199157714749]",True,,False
S288_left_hip_yaw_DIRECT_CASE_1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357025919967,0.25,Simplified fastener envelope x steel density 7.85,28.170153196432704,"[-51.50000001618216, 25.49999966449737, 117.28564270325296]",True,,False
S288_left_hip_yaw_DIRECT_CASE_1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670987071472655,0.25,Simplified fastener envelope x steel density 7.85,4.5440747861748605,"[-51.500000100308924, 25.499999825781657, 116.43199157714778]",True,,False
S288_left_hip_yaw_DIRECT_CASE_1_2_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113517534705907,0.25,Simplified fastener envelope x steel density 7.85,28.170086031472493,"[-81.50000071432493, 9.50000096805004, 117.28564917058816]",True,,False
S288_left_hip_yaw_DIRECT_CASE_1_2_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098792068803,0.25,Simplified fastener envelope x steel density 7.85,4.5440748943551625,"[-81.50000110873657, 9.500001042837567, 116.43199157714828]",True,,False
S288_left_hip_yaw_DIRECT_CASE_1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113571633013376,0.25,Simplified fastener envelope x steel density 7.85,28.170154946513858,"[-51.50000081380055, 9.499999691215354, 117.2856426383372]",True,,False
S288_left_hip_yaw_DIRECT_CASE_1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670988294242104,0.25,Simplified fastener envelope x steel density 7.85,4.544074941941669,"[-51.50000111094249, 9.499999652255111, 116.4319915756515]",True,,False
S288_left_hip_yaw_DISC_-1,CTRL_left_hip_yaw,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818119546573,"[-58.99999955685053, 17.50000015469531, 140.18199158036276]",True,False,False
S288_left_hip_yaw_DISC_1,CTRL_left_hip_yaw,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818122818626,"[-59.00000047475794, 17.500000056499303, 117.18199157393443]",True,False,False
S288_left_hip_yaw_OUT_1_M2x5_0,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357396503018,0.35,Simplified fastener envelope x steel density 7.85,28.1701579172359,"[-56.37500070025808, 12.953366476286352, 113.78564283057155]",True,False,False
S288_left_hip_yaw_OUT_1_M2x5_1,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113572823757635,0.35,Simplified fastener envelope x steel density 7.85,28.170156463385524,"[-53.75000046501874, 17.49999974110414, 113.7856429878029]",True,False,False
S288_left_hip_yaw_OUT_1_M2x5_2,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113571114970193,0.35,Simplified fastener envelope x steel density 7.85,28.170154286586236,"[-56.37500030656244, 22.046633287252455, 113.7856426563591]",True,False,False
S288_left_hip_yaw_OUT_1_M2x5_3,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357053039989,0.35,Simplified fastener envelope x steel density 7.85,28.17015354191069,"[-61.62500032335923, 22.04663341603504, 113.78564244410087]",True,False,False
S288_left_hip_yaw_OUT_1_M2x5_4,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357351476207,0.35,Simplified fastener envelope x steel density 7.85,28.17015734364595,"[-64.25000052738028, 17.500000230965234, 113.78564293300508]",True,False,False
S288_left_hip_yaw_OUT_1_M2x5_5,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357295128503,0.35,Simplified fastener envelope x steel density 7.85,28.170156625840804,"[-61.62500071204427, 12.953366727748165, 113.78564284947383]",True,False,False
S288_left_hip_yaw_OUT_1_WASHER_0,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098882272166,0.35,Simplified fastener envelope x steel density 7.85,4.544075009263906,"[-56.37500113767315, 12.953366582602587, 112.93199157714842]",True,False,False
S288_left_hip_yaw_OUT_1_WASHER_1,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098746329025,0.35,Simplified fastener envelope x steel density 7.85,4.54407483608793,"[-53.75000113575185, 17.49999979755709, 112.93199157891365]",True,False,False
S288_left_hip_yaw_OUT_1_WASHER_2,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670988832145846,0.35,Simplified fastener envelope x steel density 7.85,4.544075010464439,"[-56.375000670019965, 22.046633135795375, 112.9319915771477]",True,False,False
S288_left_hip_yaw_OUT_1_WASHER_3,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099085726022,0.35,Simplified fastener envelope x steel density 7.85,4.544075268440793,"[-61.62500064849127, 22.04663341659985, 112.93199157714874]",True,False,False
S288_left_hip_yaw_OUT_1_WASHER_4,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098864111097,0.35,Simplified fastener envelope x steel density 7.85,4.544074986128787,"[-64.2500009481239, 17.50000020187792, 112.93199157891415]",True,False,False
S288_left_hip_yaw_OUT_1_WASHER_5,CTRL_left_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670987290449284,0.35,Simplified fastener envelope x steel density 7.85,4.5440748140699725,"[-61.6250011200485, 12.953366793541433, 112.93199157714858]",True,False,False
S288_left_knee_CASE,BODY_upper_leg_left,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.43453548524,"[-86.93895049522011, 53.057002267908494, 68.16415533004195]",True,False,False
